number,value,datetime_start,datetime_complete,duration,params_ADX_THRESHOLD,params_ATR_MULTIPLIER,params_ATR_STOP_LOSS_MULT,params_BB_STD,params_ENTRY_PERIOD,params_ENTRY_TYPE,params_EXIT_TYPE,params_LEVERAGE,params_MA_PERIOD,params_MFI_THRESHOLD,params_MFI_WINDOW,params_RISK_PER_TRADE,params_RSI_OVERBOUGHT,params_RSI_OVERSOLD,params_RSI_WINDOW,params_SAR_STEP,params_STOCH_OVERBOUGHT,params_STOCH_OVERSOLD,params_STOCH_WINDOW,params_STOP_LOSS_PCT,params_STOP_LOSS_TYPE,params_SUPERTREND_MULT,params_SUPERTREND_PERIOD,params_TAKE_PROFIT_ATR_MULT,params_TIMEFRAME,params_TREND_FILTER_TYPE,params_USE_ADX,params_USE_MFI,params_USE_RSI,params_USE_STOCHASTIC,params_USE_TAKE_PROFIT,params_USE_VHF,params_USE_VOLUME_FILTER,params_VHF_THRESHOLD,params_VOLUME_MA_PERIOD,params_VOLUME_THRESHOLD_MULT,user_attrs_entry_type,user_attrs_leverage,user_attrs_mdd_ETH_USDT,user_attrs_mdd_avg,user_attrs_return_ETH_USDT,user_attrs_return_avg,user_attrs_timeframe,user_attrs_trades_ETH_USDT,user_attrs_trades_avg,user_attrs_trend_filter,user_attrs_win_rate_avg,user_attrs_winrate_ETH_USDT,state
52,-1841.9838419631305,2026-01-16 12:34:41.478634,2026-01-16 12:34:44.236657,0 days 00:00:02.758023,15,3.2,1.8,2.3,136,DONCHIAN,ATR,2.8000000000000003,52,23,20,0.015000000000000001,69,20,19,0.016,87,15,14,0.033,FIXED,3.4000000000000004,9,10.0,5m,DEMA,True,True,True,True,True,False,False,0.5800000000000001,50,2.8,DONCHIAN,2.8000000000000003,-43.77837994195653,-43.77837994195653,-27.52958858000208,-27.52958858000208,5m,34,34.0,DEMA,17.647058823529413,17.647058823529413,COMPLETE
53,-2300.0,2026-01-16 12:34:41.567923,2026-01-16 12:34:44.149157,0 days 00:00:02.581234,20,3.4000000000000004,2.3,3.0,19,BOLLINGER,ATR,0.2,58,24,19,0.016,69,27,12,0.016,80,12,14,0.037,FIXED,3.4000000000000004,9,10.0,5m,DEMA,True,True,True,True,True,True,False,0.54,35,1.4,BOLLINGER,0.2,0.0,0.0,0.0,0.0,5m,0,0.0,DEMA,0.0,0.0,COMPLETE
54,-2300.0,2026-01-16 12:34:41.573489,2026-01-16 12:34:42.896304,0 days 00:00:01.322815,20,3.1,1.5,2.3,27,DONCHIAN,ATR,0.30000000000000004,64,23,20,0.0145,69,27,19,0.016,81,12,14,0.045000000000000005,FIXED,3.4000000000000004,26,10.0,5m,DEMA,True,True,True,True,True,True,False,0.55,35,2.8,DONCHIAN,0.30000000000000004,0.0,0.0,0.0,0.0,5m,0,0.0,DEMA,0.0,0.0,COMPLETE
55,-2304.174703318375,2026-01-16 12:34:43.037584,2026-01-16 12:34:46.025457,0 days 00:00:02.987873,15,3.4000000000000004,2.2,2.4,149,BOLLINGER,ATR,2.8000000000000003,192,26,20,0.003,69,24,20,0.03,87,12,19,0.039,ATR,3.9000000000000004,9,4.5,1h,MACD,True,True,False,False,True,False,False,0.36,50,2.8,BOLLINGER,2.8000000000000003,-5.637286042143801,-5.637286042143801,-0.8027585441986914,-0.8027585441986914,1h,29,29.0,MACD,31.03448275862069,31.03448275862069,COMPLETE
56,-818.5768108444745,2026-01-16 12:34:43.064049,2026-01-16 12:34:44.784226,0 days 00:00:01.720177,15,2.0,2.2,2.4,146,BOLLINGER,ATR,2.8000000000000003,192,26,20,0.004,69,24,20,0.031,87,12,19,0.037,ATR,3.5,20,4.5,1h,MACD,True,True,False,False,True,False,False,0.41,50,2.8,BOLLINGER,2.8000000000000003,-7.593269612392804,-7.593269612392804,-4.1555376854805735,-4.1555376854805735,1h,47,47.0,MACD,31.914893617021278,31.914893617021278,COMPLETE
57,-786.7568153595803,2026-01-16 12:34:44.230429,2026-01-16 12:34:46.877779,0 days 00:00:02.647350,17,5.5,1.5,2.2,146,BOLLINGER,ATR,1.6,192,25,21,0.0015,72,30,20,0.03,90,20,19,0.039,ATR,4.1,28,4.5,1h,MACD,True,True,False,False,True,False,False,0.41,55,3.0,BOLLINGER,1.6,-2.6219796901346966,-2.6219796901346966,1.8758117004093133,1.8758117004093133,1h,35,35.0,MACD,34.285714285714285,34.285714285714285,COMPLETE
58,-967.9778758165294,2026-01-16 12:34:44.282120,2026-01-16 12:34:45.212931,0 days 00:00:00.930811,17,5.300000000000001,1.5,2.2,149,BOLLINGER,ATR,2.8000000000000003,195,25,20,0.009000000000000001,72,24,20,0.028999999999999998,90,20,20,0.038,ATR,3.9000000000000004,20,4.5,1h,MACD,True,True,False,False,True,False,False,0.41,55,3.0,BOLLINGER,2.8000000000000003,-26.227562688223372,-26.227562688223372,15.240287480232933,15.240287480232933,1h,35,35.0,MACD,34.285714285714285,34.285714285714285,COMPLETE
59,48.77660683236263,2026-01-16 12:34:44.321244,2026-01-16 12:34:45.050416,0 days 00:00:00.729172,17,2.0,1.5,2.4,100,BOLLINGER,ATR,1.7000000000000002,173,26,21,0.0075,75,24,20,0.028000000000000004,90,20,19,0.043000000000000003,ATR,1.3,20,4.5,1h,MACD,True,False,False,False,True,False,False,0.36,55,3.6,BOLLINGER,1.7000000000000002,-13.921419046596714,-13.921419046596714,-0.38930471851405457,-0.38930471851405457,1h,54,54.0,MACD,42.592592592592595,42.592592592592595,COMPLETE
60,73.93336502157854,2026-01-16 12:34:44.825737,2026-01-16 12:34:45.386946,0 days 00:00:00.561209,13,2.0,1.5,1.7,142,BOLLINGER,ATR,1.6,173,26,21,0.0025,75,24,20,0.031,90,14,16,0.035,ATR,4.0,28,5.5,1h,MACD,True,False,False,False,True,False,False,0.37,55,3.0,BOLLINGER,1.6,-8.184507035642644,-8.184507035642644,-6.072840555117699,-6.072840555117699,1h,82,82.0,MACD,36.58536585365854,36.58536585365854,COMPLETE
61,-814.6920865936745,2026-01-16 12:34:44.839254,2026-01-16 12:34:45.322743,0 days 00:00:00.483489,13,2.0,1.5,2.6,141,BOLLINGER,ATR,1.7000000000000002,174,26,21,0.001,72,24,20,0.042,90,14,19,0.024,ATR,3.8000000000000003,20,5.5,1h,MACD,True,False,False,False,True,False,False,0.41,55,3.0,BOLLINGER,1.7000000000000002,-2.507821743370813,-2.507821743370813,-2.0520472909735514,-2.0520472909735514,1h,41,41.0,MACD,34.146341463414636,34.146341463414636,COMPLETE
62,-820.0879401778284,2026-01-16 12:34:45.065916,2026-01-16 12:34:46.552864,0 days 00:00:01.486948,13,2.0,2.3,2.6,144,BOLLINGER,ATR,1.8000000000000003,160,26,21,0.0025,76,24,20,0.042,88,20,19,0.047,ATR,1.3,28,4.5,1h,MACD,True,False,False,False,True,False,False,0.33999999999999997,55,3.8000000000000003,BOLLINGER,1.8000000000000003,-4.377615649646261,-4.377615649646261,-3.4445253000241585,-3.4445253000241585,1h,41,41.0,MACD,34.146341463414636,34.146341463414636,COMPLETE
63,-827.7961638944289,2026-01-16 12:34:45.242620,2026-01-16 12:34:46.504641,0 days 00:00:01.262021,13,2.1,2.2,2.6,143,BOLLINGER,ATR,1.6,160,26,21,0.005000000000000001,75,24,21,0.036000000000000004,88,20,19,0.048,ATR,4.0,27,4.0,1h,MACD,True,False,False,False,True,False,False,0.36,55,3.0,BOLLINGER,1.6,-7.089251793984366,-7.089251793984366,-5.995843827099959,-5.995843827099959,1h,39,39.0,MACD,28.205128205128204,28.205128205128204,COMPLETE
64,-2000.509662577886,2026-01-16 12:34:45.375463,2026-01-16 12:34:46.003788,0 days 00:00:00.628325,13,4.800000000000001,3.0,2.7,142,BOLLINGER,ATR,1.7000000000000002,175,26,21,0.0025,74,24,21,0.043000000000000003,90,20,19,0.047,ATR,4.0,30,4.0,1h,MACD,True,False,False,False,True,False,False,0.35,55,3.6,BOLLINGER,1.7000000000000002,-3.667189691831467,-3.667189691831467,-0.08130038614030927,-0.08130038614030927,1h,26,26.0,MACD,42.30769230769231,42.30769230769231,COMPLETE
65,-504.1962340539094,2026-01-16 12:34:45.440794,2026-01-16 12:34:45.972777,0 days 00:00:00.531983,13,2.0,3.1,2.6,150,BOLLINGER,ATR,1.6,174,26,21,0.0005,75,24,20,0.042,90,20,19,0.035,ATR,3.9000000000000004,30,4.0,1h,MACD,True,False,False,False,True,True,False,0.35,55,3.6,BOLLINGER,1.6,-0.6086385394587565,-0.6086385394587565,-0.4457052067109151,-0.4457052067109151,1h,36,36.0,MACD,36.11111111111111,36.11111111111111,COMPLETE
66,-816.2741002831872,2026-01-16 12:34:46.020380,2026-01-16 12:34:46.981926,0 days 00:00:00.961546,11,2.1,3.1,2.6,149,BOLLINGER,ATR,1.5000000000000002,142,26,21,0.0055,75,24,20,0.049,90,21,19,0.039,ATR,3.9000000000000004,35,4.0,1h,MACD,True,False,False,False,True,True,False,0.35,55,3.0,BOLLINGER,1.5000000000000002,-4.140500179279188,-4.140500179279188,-2.725906813909253,-2.725906813909253,1h,34,34.0,MACD,32.35294117647059,32.35294117647059,COMPLETE
67,-521.4545876875745,2026-01-16 12:34:46.051941,2026-01-16 12:34:47.708819,0 days 00:00:01.656878,11,2.0,3.1,2.6,144,BOLLINGER,ATR,1.5000000000000002,143,27,21,0.006,75,23,20,0.049,90,21,18,0.036000000000000004,ATR,4.300000000000001,36,5.5,1h,MACD,True,False,False,False,True,True,False,0.32999999999999996,55,3.0,BOLLINGER,1.5000000000000002,-5.106353075211508,-5.106353075211508,-3.9385127596697074,-3.9385127596697074,1h,36,36.0,MACD,36.11111111111111,36.11111111111111,COMPLETE
68,-801.9591524203706,2026-01-16 12:34:46.566969,2026-01-16 12:34:46.936480,0 days 00:00:00.369511,11,2.0,3.1,2.8,140,BOLLINGER,ATR,1.5000000000000002,140,27,21,0.0005,75,23,21,0.04,90,22,18,0.05,ATR,4.300000000000001,28,4.0,1h,MACD,True,False,False,False,True,True,False,0.3,55,3.8000000000000003,BOLLINGER,1.5000000000000002,-0.45756107488273107,-0.45756107488273107,-0.20277719075226922,-0.20277719075226922,1h,32,32.0,MACD,34.375,34.375,COMPLETE
69,-501.42347278532816,2026-01-16 12:34:46.544975,2026-01-16 12:34:50.165612,0 days 00:00:03.620637,11,2.0,3.2,2.6,140,BOLLINGER,ATR,1.5000000000000002,160,27,21,0.0005,76,23,21,0.04,90,21,18,0.05,ATR,4.4,36,4.0,1h,MACD,True,False,False,False,True,True,False,0.33999999999999997,55,3.8000000000000003,BOLLINGER,1.5000000000000002,-0.2791941862283307,-0.2791941862283307,-0.14275924717402086,-0.14275924717402086,1h,36,36.0,MACD,36.11111111111111,36.11111111111111,COMPLETE
70,-803.9571866618508,2026-01-16 12:34:46.951777,2026-01-16 12:34:47.263679,0 days 00:00:00.311902,11,1.9,3.2,2.9000000000000004,139,BOLLINGER,ATR,1.2000000000000002,170,27,21,0.0005,75,23,20,0.048,90,23,18,0.035,ATR,4.300000000000001,36,5.5,1h,MACD,True,False,False,False,True,True,False,0.3,55,3.4000000000000004,BOLLINGER,1.2000000000000002,-0.3951246073804214,-0.3951246073804214,-0.4051328790564323,-0.4051328790564323,1h,31,31.0,MACD,22.58064516129032,22.58064516129032,COMPLETE
71,-2316.6182924857576,2026-01-16 12:34:46.924405,2026-01-16 12:34:47.866100,0 days 00:00:00.941695,11,2.6,3.2,2.9000000000000004,139,BOLLINGER,ATR,1.2000000000000002,98,27,21,0.0055,75,23,20,0.046000000000000006,90,23,18,0.05,ATR,4.4,36,5.5,1h,MACD,True,False,False,False,True,True,False,0.3,55,3.6,BOLLINGER,1.2000000000000002,-3.765514302333632,-3.765514302333632,-2.678567400681111,-2.678567400681111,1h,23,23.0,MACD,30.434782608695656,30.434782608695656,COMPLETE
72,-804.1381011403064,2026-01-16 12:34:46.996979,2026-01-16 12:34:47.649121,0 days 00:00:00.652142,11,1.9,3.2,2.9000000000000004,139,BOLLINGER,ATR,1.3000000000000003,116,27,21,0.0005,75,23,21,0.05,90,21,18,0.044000000000000004,ATR,4.4,38,2.5,1h,MACD,True,False,False,False,True,True,False,0.3,55,3.6,BOLLINGER,1.3000000000000003,-0.4287745080006113,-0.4287745080006113,-0.4261610378544079,-0.4261610378544079,1h,36,36.0,MACD,25.0,25.0,COMPLETE
73,-2302.3341232407693,2026-01-16 12:34:47.287814,2026-01-16 12:34:48.346277,0 days 00:00:01.058463,11,2.6,3.3000000000000003,2.9000000000000004,139,BOLLINGER,ATR,1.2000000000000002,109,27,21,0.0005,78,23,21,0.046000000000000006,90,24,18,0.035,ATR,4.300000000000001,32,5.5,1h,MACD,True,False,False,False,True,True,False,0.3,60,3.6,BOLLINGER,1.2000000000000002,-0.3367859188033686,-0.3367859188033686,-0.2365121725603589,-0.2365121725603589,1h,23,23.0,MACD,30.434782608695656,30.434782608695656,COMPLETE
74,-2302.3190503357496,2026-01-16 12:34:45.994728,2026-01-16 12:34:48.286375,0 days 00:00:02.291647,11,2.6,3.3000000000000003,2.9000000000000004,138,BOLLINGER,ATR,1.2000000000000002,103,27,21,0.0005,75,23,21,0.04,76,24,18,0.044000000000000004,ATR,4.4,40,5.5,1h,MACD,True,False,False,False,True,True,False,0.3,60,3.6,BOLLINGER,1.2000000000000002,-0.3351961636239848,-0.3351961636239848,-0.23491841103748884,-0.23491841103748884,1h,23,23.0,MACD,30.434782608695656,30.434782608695656,COMPLETE
75,-505.7613251410421,2026-01-16 12:34:47.730971,2026-01-16 12:34:48.747429,0 days 00:00:01.016458,11,2.6,3.3000000000000003,2.8,137,BOLLINGER,ATR,1.2000000000000002,115,27,21,0.008,75,23,21,0.048,90,22,18,0.035,ATR,4.4,40,2.5,1h,MACD,True,False,False,False,True,True,False,0.3,60,3.6,BOLLINGER,1.2000000000000002,-3.9473935290250144,-3.9473935290250144,-0.9463070499586523,-0.9463070499586523,1h,31,31.0,MACD,41.935483870967744,41.935483870967744,COMPLETE
76,-511.87405412709177,2026-01-16 12:34:47.705288,2026-01-16 12:34:48.464464,0 days 00:00:00.759176,11,2.6,3.3000000000000003,2.9000000000000004,125,BOLLINGER,ATR,1.2000000000000002,107,27,21,0.0075,75,23,21,0.049,90,23,18,0.044000000000000004,ATR,4.4,41,2.0,1h,MACD,True,False,False,False,True,True,False,0.3,60,3.6,BOLLINGER,1.2000000000000002,-4.2425910217036735,-4.2425910217036735,-2.0092351351218882,-2.0092351351218882,1h,35,35.0,MACD,48.57142857142857,48.57142857142857,COMPLETE
77,-824.6233079177027,2026-01-16 12:34:47.894770,2026-01-16 12:34:48.687847,0 days 00:00:00.793077,10,1.9,3.4000000000000004,2.9000000000000004,140,BOLLINGER,ATR,1.2000000000000002,117,27,21,0.008,76,23,21,0.048,89,23,18,0.035,ATR,4.300000000000001,39,2.0,4h,SMA,True,False,False,False,True,True,False,0.3,60,3.8000000000000003,BOLLINGER,1.2000000000000002,-5.076269205571649,-5.076269205571649,-4.507984892676503,-4.507984892676503,4h,32,32.0,SMA,34.375,34.375,COMPLETE
78,-520.6750600504938,2026-01-16 12:34:48.303953,2026-01-16 12:34:49.211696,0 days 00:00:00.907743,10,1.9,3.5,2.8,125,BOLLINGER,ATR,1.4000000000000001,113,25,21,0.0075,76,23,19,0.048,89,22,18,0.041,ATR,4.300000000000001,39,2.0,4h,SMA,True,False,False,False,True,True,False,0.32999999999999996,60,3.4000000000000004,BOLLINGER,1.4000000000000001,-4.855717514884763,-4.855717514884763,-3.7097304732152496,-3.7097304732152496,4h,41,41.0,SMA,36.58536585365854,36.58536585365854,COMPLETE
79,-513.3758925432157,2026-01-16 12:34:48.379015,2026-01-16 12:34:49.063142,0 days 00:00:00.684127,10,1.9,3.5,2.8,125,BOLLINGER,ATR,1.4000000000000001,140,28,21,0.008,76,25,19,0.05,89,22,20,0.041,ATR,4.6,38,5.0,1h,SMA,True,False,False,False,True,True,False,0.32,55,3.8000000000000003,BOLLINGER,1.4000000000000001,-3.602255088296244,-3.602255088296244,-2.1189769880346487,-2.1189769880346487,1h,38,38.0,SMA,36.84210526315789,36.84210526315789,COMPLETE
80,-503.60292789912,2026-01-16 12:34:48.477541,2026-01-16 12:34:49.476416,0 days 00:00:00.998875,10,2.2,3.6,2.8,125,BOLLINGER,ATR,0.9,144,25,21,0.0075,76,25,19,0.048,89,22,21,0.041,ATR,4.2,43,2.5,4h,SMA,True,False,False,False,True,True,False,0.32,60,3.4000000000000004,BOLLINGER,0.9,-2.539262958319283,-2.539262958319283,-0.5051814584568841,-0.5051814584568841,4h,36,36.0,SMA,38.88888888888889,38.88888888888889,COMPLETE
81,-497.25785894689943,2026-01-16 12:34:48.762583,2026-01-16 12:34:50.379014,0 days 00:00:01.616431,10,2.3,3.5,2.8,122,BOLLINGER,ATR,0.9,84,31,20,0.0075,74,25,19,0.046000000000000006,89,22,21,0.041,ATR,4.7,43,2.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.32,60,3.2,BOLLINGER,0.9,-1.9791989588263927,-1.9791989588263927,0.3577882087175036,0.3577882087175036,15m,44,44.0,ICHIMOKU,43.18181818181818,43.18181818181818,COMPLETE
82,-503.8814894100924,2026-01-16 12:34:48.704856,2026-01-16 12:34:50.550610,0 days 00:00:01.845754,24,2.2,3.5,2.8,125,BOLLINGER,ATR,0.9,137,25,20,0.0085,74,25,19,0.046000000000000006,89,22,21,0.041,ATR,4.7,46,2.5,15m,ICHIMOKU,True,False,False,False,True,True,False,0.32,60,3.2,BOLLINGER,0.9,-2.069888765738825,-2.069888765738825,-0.5125941325069638,-0.5125941325069638,15m,45,45.0,ICHIMOKU,37.77777777777778,37.77777777777778,COMPLETE
83,-501.2211200139918,2026-01-16 12:34:49.090648,2026-01-16 12:34:50.008896,0 days 00:00:00.918248,10,2.2,3.5,2.7,132,BOLLINGER,ATR,0.9,146,31,20,0.0085,76,25,19,0.046000000000000006,89,19,20,0.041,ATR,4.7,47,2.0,15m,SMA,True,False,False,False,True,True,False,0.32,60,3.2,BOLLINGER,0.9,-1.5448145283521013,-1.5448145283521013,-0.15002145423626062,-0.15002145423626062,15m,45,45.0,SMA,40.0,40.0,COMPLETE
84,-505.39157058827186,2026-01-16 12:34:49.228944,2026-01-16 12:34:51.320097,0 days 00:00:02.091153,10,2.2,3.5,2.7,134,BOLLINGER,ATR,0.8,79,31,20,0.009000000000000001,76,25,19,0.046000000000000006,89,19,21,0.042,ATR,4.7,43,2.0,4h,SMA,True,False,False,False,True,True,False,0.32,60,3.2,BOLLINGER,0.8,-2.8908075438908396,-2.8908075438908396,-0.7886463516189718,-0.7886463516189718,4h,40,40.0,SMA,45.0,45.0,COMPLETE
85,-514.7297443682501,2026-01-16 12:34:49.838931,2026-01-16 12:34:51.983316,0 days 00:00:02.144385,10,2.2,3.5,2.8,125,BOLLINGER,ATR,0.9,85,31,20,0.009500000000000001,76,25,19,0.046000000000000006,89,19,21,0.041,ATR,4.7,42,2.0,4h,SMA,True,False,False,False,True,True,False,0.32,60,3.2,BOLLINGER,0.9,-3.8396657770543117,-3.8396657770543117,-2.392620673119172,-2.392620673119172,4h,39,39.0,SMA,38.46153846153847,38.46153846153847,COMPLETE
86,-514.7297443682501,2026-01-16 12:34:50.047455,2026-01-16 12:34:51.128858,0 days 00:00:01.081403,10,2.2,3.5,2.8,125,BOLLINGER,ATR,0.9,122,31,20,0.009500000000000001,76,25,19,0.046000000000000006,89,19,21,0.042,ATR,4.6,44,2.0,4h,SMA,True,False,False,False,True,True,False,0.32,60,3.2,BOLLINGER,0.9,-3.8396657770543117,-3.8396657770543117,-2.392620673119172,-2.392620673119172,4h,39,39.0,SMA,38.46153846153847,38.46153846153847,COMPLETE
87,-493.4771452629575,2026-01-16 12:34:50.198596,2026-01-16 12:34:51.057135,0 days 00:00:00.858539,10,2.2,3.7,2.7,124,BOLLINGER,ATR,0.9,146,31,20,0.0105,77,25,19,0.046000000000000006,89,19,21,0.042,ATR,4.7,44,2.5,15m,SMA,True,False,False,False,True,True,False,0.32,60,3.2,BOLLINGER,0.9,-2.224374704342508,-2.224374704342508,0.8789707917127293,0.8789707917127293,15m,46,46.0,SMA,36.95652173913043,36.95652173913043,COMPLETE
88,-495.4547923607661,2026-01-16 12:34:50.505003,2026-01-16 12:34:53.236994,0 days 00:00:02.731991,10,2.2,3.8000000000000003,2.7,122,BOLLINGER,ATR,0.9,89,32,20,0.007000000000000001,74,25,19,0.045000000000000005,89,19,21,0.042,ATR,4.800000000000001,44,2.5,15m,ICHIMOKU,True,False,False,False,True,True,False,0.33999999999999997,60,3.2,BOLLINGER,0.9,-1.3650522306604171,-1.3650522306604171,0.5439847659770749,0.5439847659770749,15m,45,45.0,ICHIMOKU,37.77777777777778,37.77777777777778,COMPLETE
89,-495.854241699516,2026-01-16 12:34:50.573005,2026-01-16 12:34:51.849377,0 days 00:00:01.276372,24,2.2,3.7,2.7,121,BOLLINGER,ATR,0.9,80,32,19,0.01,74,25,19,0.046000000000000006,89,19,21,0.043000000000000003,ATR,4.800000000000001,45,2.5,15m,ICHIMOKU,True,False,False,False,True,True,False,0.32,60,3.2,BOLLINGER,0.9,-2.4499678341151854,-2.4499678341151854,0.5748864631453645,0.5748864631453645,15m,46,46.0,ICHIMOKU,36.95652173913043,36.95652173913043,COMPLETE
90,-1942.3214057594878,2026-01-16 12:34:51.073433,2026-01-16 12:34:51.881800,0 days 00:00:00.808367,25,2.2,3.8000000000000003,2.7,122,BOLLINGER,ATR,0.9,135,32,19,0.009000000000000001,77,26,19,0.046000000000000006,88,19,21,0.043000000000000003,ATR,4.800000000000001,46,2.5,15m,ICHIMOKU,True,False,False,False,True,True,True,0.33999999999999997,60,3.2,BOLLINGER,0.9,-0.7406863218011618,-0.7406863218011618,0.8337453152710107,0.8337453152710107,15m,6,6.0,ICHIMOKU,66.66666666666666,66.66666666666666,COMPLETE
91,-1996.0273224212688,2026-01-16 12:34:51.270910,2026-01-16 12:34:52.820986,0 days 00:00:01.550076,25,2.3,3.9000000000000004,2.7,121,BOLLINGER,ATR,0.6,135,33,19,0.0105,77,26,19,0.045000000000000005,88,19,21,0.043000000000000003,ATR,4.800000000000001,50,2.5,15m,ICHIMOKU,True,False,False,False,True,True,True,0.33999999999999997,60,3.2,BOLLINGER,0.6,-0.7513146531605093,-0.7513146531605093,0.43211034956448713,0.43211034956448713,15m,6,6.0,ICHIMOKU,50.0,50.0,COMPLETE
92,-1998.812014104461,2026-01-16 12:34:51.478090,2026-01-16 12:34:54.562957,0 days 00:00:03.084867,24,1.6,3.8000000000000003,2.7,109,BOLLINGER,ATR,0.5,147,32,19,0.0105,77,26,18,0.044000000000000004,88,19,21,0.045000000000000005,ATR,4.9,49,2.5,15m,SMA,True,False,False,False,True,True,True,0.33999999999999997,60,3.4000000000000004,BOLLINGER,0.5,-0.5459041670624211,-0.5459041670624211,0.12484531693530736,0.12484531693530736,15m,5,5.0,SMA,40.0,40.0,COMPLETE
93,-2298.051786067818,2026-01-16 12:34:51.876248,2026-01-16 12:34:53.639246,0 days 00:00:01.762998,25,1.6,3.8000000000000003,2.7,121,BOLLINGER,ATR,0.6,147,32,19,0.011000000000000001,74,26,18,0.044000000000000004,88,19,21,0.046000000000000006,ATR,4.9,49,2.5,15m,ICHIMOKU,True,False,False,False,True,True,True,0.33999999999999997,60,3.2,BOLLINGER,0.6,-0.6315957545653044,-0.6315957545653044,0.20773241625458466,0.20773241625458466,15m,7,7.0,ICHIMOKU,28.57142857142857,28.57142857142857,COMPLETE
94,-481.4328182506433,2026-01-16 12:34:52.000438,2026-01-16 12:34:53.435200,0 days 00:00:01.434762,23,2.4,3.7,2.7,110,BOLLINGER,ATR,0.7000000000000001,157,33,19,0.011000000000000001,74,26,18,0.044000000000000004,88,21,20,0.046000000000000006,ATR,4.9,49,2.5,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,60,3.2,BOLLINGER,0.7000000000000001,-1.4893961934869686,-1.4893961934869686,2.262944534855522,2.262944534855522,15m,44,44.0,ICHIMOKU,43.18181818181818,43.18181818181818,COMPLETE
95,53.67544104834724,2026-01-16 12:34:51.972643,2026-01-16 12:34:53.642324,0 days 00:00:01.669681,23,1.6,3.8000000000000003,2.7,113,DONCHIAN,ATR,0.6,156,33,19,0.0105,74,26,18,0.044000000000000004,88,17,20,0.046000000000000006,ATR,4.9,47,2.5,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,60,3.4000000000000004,DONCHIAN,0.6,-1.301234135366038,-1.301234135366038,0.43573933613747357,0.43573933613747357,15m,68,68.0,ICHIMOKU,36.76470588235294,36.76470588235294,COMPLETE
96,-468.12072665059077,2026-01-16 12:34:53.566807,2026-01-16 12:34:56.176426,0 days 00:00:02.609619,22,2.4,3.7,2.7,110,DONCHIAN,ATR,0.7000000000000001,73,32,19,0.011000000000000001,74,26,18,0.043000000000000003,88,17,20,0.048,ATR,4.9,46,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,60,3.4000000000000004,DONCHIAN,0.7000000000000001,-1.2009135344210018,-1.2009135344210018,3.722766801168572,3.722766801168572,15m,44,44.0,ICHIMOKU,50.0,50.0,COMPLETE
97,53.24929431903456,2026-01-16 12:34:53.576374,2026-01-16 12:34:55.458867,0 days 00:00:01.882493,22,1.6,3.7,2.7,109,DONCHIAN,ATR,0.7000000000000001,74,32,19,0.011000000000000001,74,26,18,0.044000000000000004,88,17,20,0.046000000000000006,ATR,5.0,46,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,15,3.4000000000000004,DONCHIAN,0.7000000000000001,-1.4831655852945966,-1.4831655852945966,0.39566278838289437,0.39566278838289437,15m,65,65.0,ICHIMOKU,36.92307692307693,36.92307692307693,COMPLETE
98,68.00475982034459,2026-01-16 12:34:53.581896,2026-01-16 12:34:54.525592,0 days 00:00:00.943696,22,1.7,3.7,2.7,110,DONCHIAN,ATR,0.7000000000000001,73,32,19,0.0115,74,26,18,0.044000000000000004,88,17,20,0.048,ATR,5.0,47,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,60,3.4000000000000004,DONCHIAN,0.7000000000000001,-1.012579870851048,-1.012579870851048,2.042305858553737,2.042305858553737,15m,57,57.0,ICHIMOKU,42.10526315789473,42.10526315789473,COMPLETE
99,65.97464957416742,2026-01-16 12:34:53.670860,2026-01-16 12:34:55.421294,0 days 00:00:01.750434,22,1.7,3.8000000000000003,2.5,109,DONCHIAN,ATR,0.7000000000000001,72,30,19,0.013000000000000001,74,26,18,0.044000000000000004,88,17,20,0.046000000000000006,ATR,5.0,47,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,60,3.4000000000000004,DONCHIAN,0.7000000000000001,-1.1143053922997361,-1.1143053922997361,1.8409183506471336,1.8409183506471336,15m,58,58.0,ICHIMOKU,41.37931034482759,41.37931034482759,COMPLETE
100,55.29520710706038,2026-01-16 12:34:53.682084,2026-01-16 12:34:55.554927,0 days 00:00:01.872843,22,1.7,3.8000000000000003,2.5,109,DONCHIAN,ATR,0.4,74,30,19,0.006500000000000001,74,26,18,0.044000000000000004,88,17,20,0.046000000000000006,ATR,5.0,47,3.0,15m,ICHIMOKU,True,False,False,False,True,True,False,0.31,60,3.4000000000000004,DONCHIAN,0.4,-0.3188812250135186,-0.3188812250135186,0.5348438444598811,0.5348438444598811,15m,58,58.0,ICHIMOKU,41.37931034482759,41.37931034482759,COMPLETE
